2015-10-27,9339807
2015-10-27,9340370
2015-10-27,9340366
2015-10-27,9340364
2015-10-27,9340360
2015-10-27,9340354
2015-10-27,9339870
2015-10-27,9339841
2015-10-27,9339834
2015-10-27,9339831
2015-10-27,9339894
2015-10-27,9339840
2015-10-27,9339813
2015-10-27,9339811
2015-10-27,9339815
2015-10-27,9340371
2015-10-27,9340367
2015-10-27,9339878
2015-10-27,9339839
2015-10-27,9339824
2015-10-27,9339912
2015-10-27,9339860
2015-10-27,9339827
2015-10-27,9339871
2015-10-27,9339838
2015-10-27,9339837
2015-10-27,9339836
2015-10-27,9339906
2015-10-27,9339903
2015-10-29,9339817